offerId,name,before,now,cardStatus,需补图,需补视频,需补属性,平台问题,剩余建议
LZ01-3153456655,,32,55,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+6); FILTERABLE(+6); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+10); TITLE_LENGTH(+11); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553124196,,33,33,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+5); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-5iiqgn-3879357364,,33,61,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+5); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+7); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-v6j4ej-4892018892,,33,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FIRST_PICTURE_SIZE(+8); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-5wxmmp-4797066763,,33,68,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+3); FILTERABLE(+3); FIRST_PICTURE_SIZE(+12); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-5wxmmp-4932050925,,33,53,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+5); FILTERABLE(+8); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+14); AVERAGE_PICTURE_SIZE(+2); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-3700237250,,33,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+2); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-3659202919,,34,58,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_PICTURE_SIZE(+6); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553677981,,34,34,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+8); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670822183,,34,71,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+9); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-f2484t-5258063832,,34,34,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
2964996732-Yg2K,,35,75,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+5); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260908v69a-5090920443,,35,60,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+4); FILTERABLE(+2); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+9); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-2nf96y-4687001659,,35,67,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); PICTURE_COUNT(+7); FIRST_PICTURE_SIZE(+9); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-74no4j-3561354696,,35,73,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+5); PICTURE_COUNT(+7); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-ydp9z9-3416299746,,35,35,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+3); FILTERABLE(+8); PICTURE_COUNT(+4); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-3515392694,,35,62,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+5); FIRST_PICTURE_SIZE(+7); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-3797802382,,35,66,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); PICTURE_COUNT(+5); FIRST_PICTURE_SIZE(+6); TITLE_LENGTH(+11); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4552954169,,36,36,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553759892,,36,36,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+8); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553799505,,36,36,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-dh3dbz-4007177956,,36,64,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+8); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-2842818026,,36,71,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+7); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-5wxmmp-4901190632,,36,64,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+1); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
YCXP-l342yy-3585904163,,36,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+2); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
3149800169-B17G,,37,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+4); FILTERABLE(+2); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
3211609218-Wlxa,,37,64,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-8jlgyl-3939969235,,37,73,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+2); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553961667,,37,37,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4616292549,,37,37,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+4); FILTERABLE(+7); FIRST_PICTURE_SIZE(+2); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-5099888679,,37,73,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+3); FILTERABLE(+3); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+9); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-5099889862,,37,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+3); FILTERABLE(+4); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+9); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-74no4j-2087335319,,37,74,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+6); FILTERABLE(+3); PICTURE_COUNT(+2); FIRST_PICTURE_SIZE(+6); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-v6j4ej-4846465363,,37,68,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FILTERABLE(+4); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5144854901,,37,69,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+2); PICTURE_COUNT(+3); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-3415413161,,37,59,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-3521599428,,37,64,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+6); ADDITIONAL(+5); FILTERABLE(+3); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
2116206499-jOkn,,38,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-4742394697,,38,62,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+2); FIRST_PICTURE_SIZE(+11); TITLE_LENGTH(+11); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260728cs42-4799306061,,38,70,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670742764,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670742773,,38,73,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670742802,,38,72,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670742898,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670743136,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670743549,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670743683,,38,77,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670744596,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670746114,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670749886,,38,77,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-2670750638,,38,75,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-3711915302,,38,77,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-3711915587,,38,77,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-2438830396,,38,58,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+4); FILTERABLE(+8); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-ra4xyb-4315952972,,38,71,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); PICTURE_COUNT(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4301508006,,38,67,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+1); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4301587457,,38,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4301699757,,38,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5143748015,,38,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
YCXP-l342yy-3119072834,,38,38,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+1); FILTERABLE(+8); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
